State,District,Market,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Recommendable Price
Himachal Pradesh,Chamba,Chamba,Grapes,Other,Medium,100,120,110,150
Himachal Pradesh,Chamba,Chamba,Peas Wet,Other,FAQ,38,40,39,57
Himachal Pradesh,Hamirpur,Hamirpur,Bottle gourd,Other,FAQ,30,30,30,45
Himachal Pradesh,Hamirpur,Hamirpur,Carrot,Other,FAQ,12,12,12,18
Himachal Pradesh,Hamirpur,Hamirpur,Coriander(Leaves),Other,FAQ,40,40,40,60
Himachal Pradesh,Hamirpur,Hamirpur,Papaya,Other,Medium,60,62,61,90
Himachal Pradesh,Hamirpur,Hamirpur,Peas Wet,Other,FAQ,30,32,31,45
Himachal Pradesh,Hamirpur,Hamirpur,Pineapple,Pine Apple,Medium,50,50,50,75
Himachal Pradesh,Hamirpur,Hamirpur,Raddish,Other,FAQ,10,12,11,15
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Carrot,Other,FAQ,12,12,12,18
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Cucumbar(Kheera),Other,FAQ,35,40,37.5,52.5
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Kinnow,Other,Medium,45,50,47.5,67.5
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Onion,Other,FAQ,28,30,29,42
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Peas Wet,Other,FAQ,30,32,31,45
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Squash(Chappal Kadoo),Other,FAQ,20,25,22.5,30
Himachal Pradesh,Kangra,Kangra,Banana,Other,Medium,40,50,45,60
Himachal Pradesh,Kangra,Kangra,Bhindi(Ladies Finger),Other,FAQ,70,80,75,105
Himachal Pradesh,Kangra,Kangra,Garlic,Average,FAQ,150,200,180,225
Himachal Pradesh,Kangra,Kangra,Ginger(Green),Other,FAQ,50,60,55,75
Himachal Pradesh,Kangra,Kangra,Methi(Leaves),Other,FAQ,25,35,30,37.5
Himachal Pradesh,Kangra,Kangra,Onion,Other,FAQ,30,34,32,45
Himachal Pradesh,Kangra,Kangra,Papaya,Other,Medium,35,40,37,52.5
Himachal Pradesh,Kangra,Kangra,Raddish,Other,FAQ,5,9,7,7.5
Himachal Pradesh,Kangra,Kangra,Turnip,Other,FAQ,8,10,9,12
Himachal Pradesh,Kangra,Kangra(Baijnath),Cauliflower,Cauliflower,FAQ,10,10,10,15
Himachal Pradesh,Kangra,Kangra(Baijnath),Pineapple,Other,Medium,55,60,60,82.5
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Banana,Banana - Ripe,Medium,46,48,47,69
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,9,12,11,13.5
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Mousambi(Sweet Lime),Mousambi,Medium,62,65,63,93
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,16,20,18,24
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,Medium,45,48,46,67.5
Himachal Pradesh,Kangra,Palampur,Bottle gourd,Bottle Gourd,FAQ,20,22,21,30
Himachal Pradesh,Kangra,Palampur,Chikoos(Sapota),Other,Medium,90,100,95,135
Himachal Pradesh,Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,32,35,33,48
Himachal Pradesh,Kangra,Palampur,French Beans (Frasbean),Other,FAQ,35,40,37,52.5
Himachal Pradesh,Kangra,Palampur,Kinnow,Other,Medium,38,47,42,57
Himachal Pradesh,Kangra,Palampur,Onion,Other,FAQ,28,30,29,42
Himachal Pradesh,Kangra,Palampur,Turnip,Other,FAQ,14,16,15,21
Himachal Pradesh,Kullu,Bhuntar,Banana,Other,Medium,33,34,33.5,49.5
Himachal Pradesh,Kullu,Bhuntar,Bhindi(Ladies Finger),Other,FAQ,70,80,75,105
Himachal Pradesh,Kullu,Bhuntar,Bitter gourd,Bitter Gourd,FAQ,65,70,68,97.5
Himachal Pradesh,Kullu,Bhuntar,Capsicum,Other,FAQ,35,40,38,52.5
Himachal Pradesh,Kullu,Bhuntar,Cauliflower,Other,FAQ,8,10,9,12
Himachal Pradesh,Kullu,Bhuntar,French Beans (Frasbean),Other,FAQ,35,40,38,52.5
Himachal Pradesh,Kullu,Bhuntar,Ginger(Dry),Other,FAQ,50,60,55,75
Himachal Pradesh,Kullu,Bhuntar,Guava,Other,Medium,55,60,58,82.5
Himachal Pradesh,Kullu,Bhuntar,Lemon,Other,FAQ,65,70,68,97.5
Himachal Pradesh,Kullu,Bhuntar,Onion,Other,FAQ,30,32,31,45
Himachal Pradesh,Kullu,Bhuntar,Peas Wet,Other,FAQ,28,30,29,42
Himachal Pradesh,Kullu,Bhuntar,Pumpkin,Other,FAQ,30,32,31,45
Himachal Pradesh,Kullu,Bhuntar,Raddish,Other,FAQ,12,15,14,18
Himachal Pradesh,Kullu,Kullu,Water Melon,Other,Medium,25,28,28,37.5
Himachal Pradesh,Mandi,Mandi(Mandi),Bhindi(Ladies Finger),Bhindi,FAQ,60,80,70,90
Himachal Pradesh,Mandi,Mandi(Mandi),Brinjal,Other,FAQ,10,20,15,15
Himachal Pradesh,Shimla,Shimla,Coriander(Leaves),Coriander,FAQ,20,30,20,30
Himachal Pradesh,Shimla,Shimla,Cucumbar(Kheera),Cucumbar,FAQ,25,28,25,37.5
Himachal Pradesh,Shimla,Shimla,Green Chilli,Green Chilly,FAQ,40,50,40,60
Himachal Pradesh,Shimla,Shimla,Lemon,Lemon,FAQ,55,60,55,82.5
Himachal Pradesh,Shimla,Shimla,Tomato,Deshi,FAQ,12,16,14,18
Himachal Pradesh,Solan,Solan,Brinjal,Other,FAQ,15,25,20,22.5
Himachal Pradesh,Solan,Solan,Carrot,Other,FAQ,8,12,10,12
Himachal Pradesh,Solan,Solan,Cauliflower,Other,FAQ,5,6,5,7.5
Himachal Pradesh,Solan,Solan,Grapes,Other,Medium,60,90,70,90
Himachal Pradesh,Solan,Solan,Guava,Other,Medium,50,55,52,75
Himachal Pradesh,Solan,Solan,Mashrooms,Other,FAQ,100,110,105,150
Himachal Pradesh,Solan,Solan,Onion,Other,FAQ,25,30,28,37.5
Himachal Pradesh,Solan,Solan,Papaya,Other,Medium,30,40,35,45
Himachal Pradesh,Solan,Solan,Peas cod,Other,FAQ,20,25,24,30
Himachal Pradesh,Solan,Solan(Nalagarh),Cabbage,Other,FAQ,7,10,8,10.5
Himachal Pradesh,Solan,Solan(Nalagarh),Colacasia,Other,FAQ,42,45,43,63
Himachal Pradesh,Solan,Solan(Nalagarh),Kinnow,Other,Medium,32,35,33,48
Himachal Pradesh,Solan,Solan(Nalagarh),Papaya,Other,Medium,38,40,39,57
Himachal Pradesh,Una,Santoshgarh,Cauliflower,Cauliflower,FAQ,3,5,4,4.5
Himachal Pradesh,Una,Santoshgarh,Ginger(Green),Green Ginger,FAQ,40,42,41,60
Himachal Pradesh,Una,Santoshgarh,Tomato,Tomato,FAQ,12,15,13.5,18
Jammu and Kashmir,Jammu,Batote,Knool Khol,Other,FAQ,12,14,13,18
Jammu and Kashmir,Kathua,Kathua,Bottle gourd,Other,FAQ,15,20,17.5,22.5
Jammu and Kashmir,Kathua,Kathua,Brinjal,Other,FAQ,9,10,9.5,13.5
Jammu and Kashmir,Kathua,Kathua,Capsicum,Other,FAQ,25,30,27.5,37.5
Jammu and Kashmir,Kathua,Kathua,Carrot,Other,FAQ,7,8,7.5,10.5
Jammu and Kashmir,Kathua,Kathua,Cauliflower,Other,FAQ,2,3,2.5,3
Jammu and Kashmir,Kathua,Kathua,Coriander(Leaves),Coriander,FAQ,7,8,7.5,10.5
Jammu and Kashmir,Kathua,Kathua,Garlic,Garlic,FAQ,130,150,140,195
Jammu and Kashmir,Kathua,Kathua,Grapes,Black,Medium,70,80,75,105
Jammu and Kashmir,Kathua,Kathua,Indian Beans (Seam),Other,FAQ,23,24,23.5,34.5
Jammu and Kashmir,Kathua,Kathua,Kinnow,Kinnow,Medium,35,40,37.5,52.5
Jammu and Kashmir,Kathua,Kathua,Pomegranate,Pomogranate,Medium,80,100,90,120
Jammu and Kashmir,Kathua,Kathua,Potato,Other,FAQ,9,10,9.5,13.5
Jammu and Kashmir,Kathua,Kathua,Round gourd,Other,FAQ,20,25,22.5,30
Jammu and Kashmir,Kathua,Kathua,Spinach,Spinach,FAQ,5,6,5.5,7.5
Jammu and Kashmir,Kathua,Kathua,Turnip,Other,FAQ,4,5,4.5,6
Jammu and Kashmir,Rajouri,Rajouri (F&V),Cabbage,Other,FAQ,18,20,19,27
Jammu and Kashmir,Rajouri,Rajouri (F&V),Capsicum,Other,FAQ,45,47,46,67.5
Jammu and Kashmir,Rajouri,Rajouri (F&V),Carrot,Other,FAQ,15,17,16,22.5
Jammu and Kashmir,Udhampur,Udhampur,Apple,Delicious,Medium,80,130,100,120
Jammu and Kashmir,Udhampur,Udhampur,Cabbage,Other,FAQ,5,7,6,7.5
Jammu and Kashmir,Udhampur,Udhampur,Garlic,Other,FAQ,150,180,160,225
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Apple,Apple,Large,80,140,120,120
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,FAQ,20,25,23,30
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bottle gourd,Bottle Gourd,FAQ,12,16,14,18
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bunch Beans,Bunch Beans,FAQ,44,56,50,66
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Drumstick,Drumstick,FAQ,90,110,100,135
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ginger(Green),Green Ginger,FAQ,21,26,24,31.5
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Avare (W),Green Avare (W),FAQ,38,44,41,57
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Chilli,Green Chilly,FAQ,40,46,44,60
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Orange,Orange,Large,40,60,50,60
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Thondekai,Thondekai,FAQ,30,36,34,45
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,12,16,14,18
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",White Pumpkin,White Pumpkin,FAQ,6,8,7,9
Karnataka,Chamrajnagar,Chamaraj Nagar,Brinjal,Round/Long,FAQ,20,22,21,30
Karnataka,Chamrajnagar,Chamaraj Nagar,Cabbage,Cabbage,FAQ,5,7,6,7.5
Karnataka,Chamrajnagar,Chamaraj Nagar,Green Chilli,Green Chilly,FAQ,25,30,27.5,37.5
Karnataka,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,5,10,7.5,7.5
Karnataka,Chamrajnagar,Gundlupet,Gur(Jaggery),Achhu,FAQ,40,43.5,42,60
Karnataka,Chamrajnagar,Gundlupet,Turmeric,Local,FAQ,135,135,135,202.5
Karnataka,Dharwad,Kalagategi,Maize,Local,FAQ,21.5,23.3,22.35,32.25
Karnataka,Hassan,Arasikere,Copra,other,FAQ,104.39,104.39,104.39,156.585
Karnataka,Kolar,Bangarpet,Beans,Beans (Whole),FAQ,15,30,20,22.5
Karnataka,Kolar,Bangarpet,Bhindi(Ladies Finger),Bhindi,FAQ,15,25,20,22.5
Karnataka,Kolar,Bangarpet,Brinjal,Brinjal,FAQ,8,16,12,12
Karnataka,Kolar,Bangarpet,Green Chilli,Green Chilly,FAQ,15,30,25,22.5
Karnataka,Kolar,Chintamani,Bhindi(Ladies Finger),Bhindi,FAQ,10,20,15,15
Karnataka,Kolar,Chintamani,Brinjal,Brinjal,FAQ,10,20,15,15
Karnataka,Kolar,Chintamani,Capsicum,Capsicum,FAQ,20,30,22,30
Karnataka,Kolar,Chintamani,Cucumbar(Kheera),Cucumbar,FAQ,4,6,5,6
Karnataka,Kolar,Chintamani,Raddish,Raddish,FAQ,8,15,10,12
Karnataka,Kolar,Kolar,Beetroot,Beetroot,FAQ,6,10,8,9
Karnataka,Kolar,Kolar,Ground Nut Seed,Ground Nut Seed,FAQ,98,102,100.38,147
Karnataka,Madikeri(Kodagu),Madikeri,Arecanut(Betelnut/Supari),Pylone,FAQ,43,43,43,64.5
Karnataka,Madikeri(Kodagu),Somvarpet,Ginger(Green),Green Ginger,FAQ,13.38,18.75,18.75,20.07
Karnataka,Mysore,Mysore (Bandipalya),Ashgourd,Ashgourd,FAQ,0.14,0.16,0.15,0.21
Karnataka,Mysore,Mysore (Bandipalya),Capsicum,Capsicum,FAQ,25,27,26,37.5
Karnataka,Mysore,Mysore (Bandipalya),Suvarna Gadde,Suvarnagadde,FAQ,43,45,44,64.5
Karnataka,Mysore,Piriya Pattana,Ragi (Finger Millet),Local,FAQ,32,32,32,48
Kerala,Alappuzha,Alappuzha,Banana,Nendra Bale,Large,64,70,67,96
Kerala,Alappuzha,Aroor,Banana,Nendra Bale,Medium,90,92,91,135
Kerala,Alappuzha,Aroor,Coconut,Other,FAQ,69,71,70,103.5
Kerala,Alappuzha,Aroor,Cucumbar(Kheera),Other,FAQ,30,32,31,45
Kerala,Alappuzha,Aroor,French Beans (Frasbean),Other,FAQ,60,62,61,90
Kerala,Alappuzha,Aroor,Onion,Big,FAQ,40,42,41,60
Kerala,Alappuzha,Aroor,Potato,Other,FAQ,50,52,51,75
Kerala,Alappuzha,Aroor,Ridgeguard(Tori),Other,FAQ,70,72,71,105
Kerala,Alappuzha,Aroor,Snakeguard,Other,FAQ,40,42,41,60
Kerala,Alappuzha,Chengannur,Bhindi(Ladies Finger),Other,FAQ,44,47,45,66
Kerala,Alappuzha,Chengannur,Capsicum,Other,FAQ,0,0,70,0
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,58,63,60,87
Kerala,Alappuzha,Chengannur,Ginger(Green),Green Ginger,FAQ,0,0,80,0
Kerala,Alappuzha,Chengannur,Green Chilli,Green Chilly,FAQ,39,42,40,58.5
Kerala,Alappuzha,Chengannur,Lemon,Lemon,FAQ,0,0,40,0
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,68,73,70,102
Kerala,Alappuzha,Cherthala,Amaranthus,Other,FAQ,70,72,71,105
Kerala,Alappuzha,Cherthala,Brinjal,Brinjal,FAQ,28,30,29,42
Kerala,Alappuzha,Cherthala,Cucumbar(Kheera),Cucumbar,FAQ,30,32,31,45
Kerala,Alappuzha,Cherthala,Long Melon(Kakri),Other,FAQ,36,38,37,54
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,50,55,50,75
Kerala,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,29,31,30,43.5
Kerala,Alappuzha,Kayamkulam,Banana,Palayamthodan,Medium,19,21,20,28.5
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,18,20,19,27
Kerala,Alappuzha,Kayamkulam,Cabbage,Other,FAQ,20,22,21,30
Kerala,Alappuzha,Kayamkulam,Cowpea(Veg),Other,FAQ,29,31,30,43.5
Kerala,Alappuzha,Kayamkulam,Onion,Small,FAQ,51,53,52,76.5
Kerala,Alappuzha,Kayamkulam,Potato,Other,FAQ,20,22,21,30
Kerala,Alappuzha,Kayamkulam,Pumpkin,Other,FAQ,14,16,15,21
Kerala,Alappuzha,Mannar,Colacasia,Other,FAQ,60,62,61,90
Kerala,Alappuzha,Mannar,Green Chilli,Other,FAQ,50,52,51,75
Kerala,Alappuzha,Mannar,Potato,Other,FAQ,40,42,41,60
Kerala,Alappuzha,Mannar,Pumpkin,Other,FAQ,21,23,22,31.5
Kerala,Ernakulam,Aluva,Cabbage,Cabbage,FAQ,15,25,20,22.5
Kerala,Ernakulam,Aluva,Cowpea(Veg),Cowpea (Veg),FAQ,20,40,30,30
Kerala,Ernakulam,Aluva,Pumpkin,Pumpkin,FAQ,10,20,15,15
Kerala,Ernakulam,Angamaly,Beetroot,Beetroot,FAQ,35,50,42,52.5
Kerala,Ernakulam,Angamaly,Bhindi(Ladies Finger),Bhindi,FAQ,40,50,45,60
Kerala,Ernakulam,Angamaly,Brinjal,Brinjal,FAQ,35,50,40,52.5
Kerala,Ernakulam,Angamaly,Colacasia,Other,FAQ,60,70,65,90
Kerala,Ernakulam,Angamaly,Cucumbar(Kheera),Other,FAQ,30,45,40,45
Kerala,Ernakulam,Angamaly,Field Pea,Field Pea,FAQ,55,70,60,82.5
Kerala,Ernakulam,Angamaly,Potato,Potato,FAQ,40,50,45,60
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,30,40,35,45
Kerala,Ernakulam,Koovapadi VFPCK,Banana,Poovan,Large,53,55,54,79.5
Kerala,Ernakulam,Koovapadi VFPCK,Cucumbar(Kheera),Cucumbar,FAQ,33,36,35,49.5
Kerala,Ernakulam,Koovapadi VFPCK,Tapioca,Tapioca,FAQ,21,23,22,31.5
Kerala,Ernakulam,Mazhuvannur VFPCK,Ashgourd,Ashgourd,FAQ,10,21,16,15
Kerala,Ernakulam,Moovattupuzha,Coconut Seed,Other,FAQ,70,72,72,105
Kerala,Ernakulam,North Paravur,Amaranthus,Amaranthus,FAQ,20,30,25,30
Kerala,Ernakulam,North Paravur,Banana - Green,Banana - Green,FAQ,70,80,75,105
Kerala,Ernakulam,North Paravur,Beetroot,Beetroot,FAQ,25,35,30,37.5
Kerala,Ernakulam,North Paravur,Coriander(Leaves),Coriander,FAQ,70,80,75,105
Kerala,Ernakulam,North Paravur,Green Chilli,Green Chilly,FAQ,40,50,45,60
Kerala,Ernakulam,North Paravur,Lemon,Lemon,FAQ,55,65,60,82.5
Kerala,Ernakulam,North Paravur,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,60,70,65,90
Kerala,Ernakulam,North Paravur,Onion,1st Sort,FAQ,68,75,70,102
Kerala,Ernakulam,North Paravur,Pumpkin,Other,FAQ,15,20,18,22.5
Kerala,Ernakulam,North Paravur,Sweet Potato,Hosur Green,FAQ,40,50,45,60
Kerala,Ernakulam,Perumbavoor,Beetroot,Beetroot,FAQ,20,30,25,30
Kerala,Ernakulam,Perumbavoor,Bhindi(Ladies Finger),Bhindi,FAQ,27,37,30,40.5
Kerala,Ernakulam,Perumbavoor,Bottle gourd,Bottle Gourd,FAQ,18,28,22,27
Kerala,Ernakulam,Perumbavoor,Coconut Seed,Coconut Seed,FAQ,62,72,68,93
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,18,28,23,27
Kerala,Ernakulam,Perumbavoor,Drumstick,Drumstick,FAQ,100,110,105,150
Kerala,Ernakulam,Perumbavoor,Elephant Yam (Suran),Other,FAQ,40,50,45,60
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),Dry,FAQ,300,310,305,450
Kerala,Ernakulam,Perumbavoor,Indian Beans (Seam),Indian Beans (Seam),FAQ,47,57,50,70.5
Kerala,Ernakulam,Piravam,Cauliflower,Other,FAQ,40,60,50,60
Kerala,Ernakulam,Piravam,Drumstick,Other,FAQ,180,200,190,270
Kerala,Ernakulam,Piravam,Ginger(Green),Other,FAQ,80,100,90,120
Kerala,Ernakulam,Piravam,Orange,Other,Large,80,100,90,120
Kerala,Ernakulam,Piravam,Pumpkin,Other,FAQ,20,40,30,30
Kerala,Ernakulam,Piravam,Snakeguard,Other,FAQ,40,60,50,60
Kerala,Ernakulam,Thrippunithura,Banana,Palayamthodan,Medium,30,50,34,45
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,FAQ,52,60,54,78
Kerala,Ernakulam,Thrippunithura,Brinjal,Brinjal,FAQ,60,70,62,90
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,70,76,72,105
Kerala,Ernakulam,Thrippunithura,Cauliflower,Cauliflower,FAQ,45,60,48,67.5
Kerala,Ernakulam,Thrippunithura,Cowpea(Veg),Cowpea (Veg),FAQ,44,55,46,66
Kerala,Ernakulam,Thrippunithura,Drumstick,Drumstick,FAQ,120,140,125,180
Kerala,Idukki,Adimali,Bhindi(Ladies Finger),Bhindi,FAQ,40,40,40,60
Kerala,Idukki,Adimali,Cabbage,Cabbage,FAQ,40,40,40,60
Kerala,Idukki,Adimali,Cluster beans,Cluster Beans,FAQ,60,60,60,90
Kerala,Idukki,Adimali,Colacasia,Other,FAQ,80,80,80,120
Kerala,Idukki,Adimali,Pineapple,Pine Apple,Large,50,50,50,75
Kerala,Idukki,Thodupuzha,Banana,Poovan,Large,66,68,68,99
Kerala,Idukki,Thodupuzha,Cabbage,Other,FAQ,22,24,24,33
Kerala,Idukki,Thodupuzha,Cowpea(Veg),Other,FAQ,36,38,38,54
Kerala,Idukki,Thodupuzha,French Beans (Frasbean),Other,FAQ,38,40,40,57
Kerala,Idukki,Thodupuzha,Ginger(Green),Other,FAQ,48,50,50,72
Kerala,Idukki,Thodupuzha,Onion,Small,FAQ,63,65,65,94.5
Kerala,Idukki,Thodupuzha,Orange,Other,Small,40,42,42,60
Kerala,Idukki,Thodupuzha,Pineapple,Other,Large,38,40,40,57
Kerala,Idukki,Thodupuzha,Pineapple,Other,Small,18,20,20,27
Kerala,Idukki,Thodupuzha,Turmeric,Dry,FAQ,188,190,190,282
Kerala,Idukki,Thodupuzha,Yam (Ratalu),Other,FAQ,53,55,55,79.5
Kerala,Idukki,Vandiperiyar,Banana,Palayamthodan,Large,42,44,44,63
Kerala,Idukki,Vandiperiyar,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,62,64,64,93
Kerala,Idukki,Vandiperiyar,Green Chilli,Other,FAQ,62,65,62,93
Kerala,Kannur,Kannur,Bhindi(Ladies Finger),Bhindi,FAQ,36,38,37,54
Kerala,Kannur,Kannur,Coconut Oil,Other,FAQ,259,270,265,388.5
Kerala,Kannur,Kannur,Cowpea(Veg),Cowpea (Veg),FAQ,42,46,44,63
Kerala,Kannur,Kuthuparambu,Banana - Green,Banana - Green,FAQ,76,80,78,114
Kerala,Kannur,Kuthuparambu,Cucumbar(Kheera),Other,FAQ,58,62,60,87
Kerala,Kannur,Kuthuparambu,Green Chilli,Green Chilly,FAQ,78,82,80,117
Kerala,Kannur,Pattiyam  VFPCK,Banana - Green,Banana - Green,FAQ,70,70,70,105
Kerala,Kannur,Payyannur,Cucumbar(Kheera),Other,FAQ,15,17,16,22.5
Kerala,Kannur,Payyannur,Tapioca,Other,FAQ,40,42,41,60
Kerala,Kasargod,Kanjangadu,Cabbage,Cabbage,FAQ,20,26,22,30
Kerala,Kasargod,Kanjangadu,Coconut Oil,Other,FAQ,278,285,280,417
Kerala,Kasargod,Kanjangadu,Coconut Seed,Other,FAQ,54,58,56,81
Kerala,Kasargod,Kanjangadu,Copra,other,FAQ,148,155,150,222
Kerala,Kasargod,Kanjangadu,Cucumbar(Kheera),Cucumbar,FAQ,14,20,16,21
Kerala,Kasargod,Kanjangadu,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,48,55,50,72
Kerala,Kasargod,Kanjangadu,Snakeguard,Snakeguard,FAQ,38,44,40,57
Kerala,Kasargod,Kanjangadu,Tomato,Tomato,FAQ,18,24,20,27
Kerala,Kasargod,Kasargod,Cowpea(Veg),Other,FAQ,40,42,41,60
Kerala,Kasargod,Kasargod,Cucumbar(Kheera),Other,FAQ,23,25,24,34.5
Kerala,Kollam,Anchal,Banana,Nendra Bale,Medium,70,72,71,105
Kerala,Kollam,Anchal,Brinjal,Brinjal,FAQ,46,48,47,69
Kerala,Kollam,Anchal,Coconut,Other,FAQ,65,67,66,97.5
Kerala,Kollam,Anchal,Colacasia,Colacasia,FAQ,60,62,61,90
Kerala,Kollam,Anchal,Cucumbar(Kheera),Other,FAQ,36,38,37,54
Kerala,Kollam,Anchal,Pumpkin,Pumpkin,FAQ,27,29,28,40.5
Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,Medium,78,82,80,117
Kerala,Kollam,Chathanoor,Ginger(Green),Other,FAQ,78,82,80,117
Kerala,Kollam,Chathanoor,Pumpkin,Other,FAQ,18,22,20,27
Kerala,Kottayam,Athirampuzha,Brinjal,Brinjal,FAQ,38,40,39,57
Kerala,Kottayam,Athirampuzha,Carrot,Carrot,FAQ,58,60,59,87
Kerala,Kottayam,Avarma  VFPCK,Banana,Nendra Bale,Medium,60,65,62,90
Kerala,Kottayam,Ettumanoor,Banana,Banana - Ripe,Medium,65,67,66,97.5
Kerala,Kottayam,Ettumanoor,Bhindi(Ladies Finger),Other,FAQ,36,40,38,54
Kerala,Kottayam,Ettumanoor,Ginger(Green),Green Ginger,FAQ,42,44,43,63
Kerala,Kottayam,Ettumanoor,Green Chilli,Green Chilly,FAQ,40,44,42,60
Kerala,Kottayam,Kanjirappally,Beetroot,Beetroot,FAQ,45,50,48,67.5
Kerala,Kottayam,Kanjirappally,Brinjal,Brinjal,FAQ,55,60,58,82.5
Kerala,Kottayam,Kanjirappally,Green Chilli,Green Chilly,FAQ,65,70,68,97.5
Kerala,Kottayam,Kanjirappally,Potato,Potato,FAQ,45,50,48,67.5
Kerala,Kottayam,Kuriem  VFPCK,Snakeguard,Snakeguard,FAQ,25,32,32,37.5
Kerala,Kottayam,Kuriem  VFPCK,Tapioca,Tapioca,FAQ,22,22,22,33
Kerala,Kottayam,Kuruppanthura,Cauliflower,Cauliflower,FAQ,50,60,55,75
Kerala,Kottayam,Kuruppanthura,Colacasia,Other,FAQ,70,90,80,105
Kerala,Kottayam,Kuruppanthura,Cowpea(Veg),Other,FAQ,40,50,47,60
Kerala,Kottayam,Kuruppanthura,Drumstick,Drumstick,FAQ,100,130,120,150
Kerala,Kottayam,Kuruppanthura,Green Chilli,Green Chilly,FAQ,60,76,70,90
Kerala,Kottayam,Kuruppanthura,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,60,67,62,90
Kerala,Kottayam,Thalayolaparambu,Amaranthus,Amaranthus,FAQ,26,30,28,39
Kerala,Kottayam,Thalayolaparambu,Banana,Poovan,Medium,50,54,52,75
Kerala,Kottayam,Thalayolaparambu,Banana,Robusta,Medium,34,37,35,51
Kerala,Kottayam,Thalayolaparambu,Bhindi(Ladies Finger),Bhindi,FAQ,30,34,32,45
Kerala,Kottayam,Thalayolaparambu,Drumstick,Drumstick,FAQ,94,97,95,141
Kerala,Kottayam,Thalayolaparambu,Onion,Onion,FAQ,62,65,63,93
Kerala,Kottayam,Thalayolaparambu,Tomato,Tomato,FAQ,28,31,29,42
Kerala,Kozhikode(Calicut),Kallachi,Amphophalus,Amphophalus,FAQ,58,62,60,87
Kerala,Kozhikode(Calicut),Kallachi,Banana,Nendra Bale,Medium,72,76,74,108
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,FAQ,48,52,50,72
Kerala,Kozhikode(Calicut),Kallachi,Tomato,Tomato,FAQ,20,24,22,30
Kerala,Kozhikode(Calicut),Mukkom,Amphophalus,Amphophalus,FAQ,62,66,64,93
Kerala,Kozhikode(Calicut),Mukkom,Beetroot,Beetroot,FAQ,50,54,52,75
Kerala,Kozhikode(Calicut),Mukkom,Bhindi(Ladies Finger),Bhindi,FAQ,45,48,46,67.5
Kerala,Kozhikode(Calicut),Mukkom,Bottle gourd,Bottle Gourd,FAQ,32,36,34,48
Kerala,Kozhikode(Calicut),Mukkom,Ginger(Green),Green Ginger,FAQ,75,80,76,112.5
Kerala,Kozhikode(Calicut),Mukkom,Orange,Other,Large,55,60,56,82.5
Kerala,Kozhikode(Calicut),Palayam,Brinjal,Other,FAQ,19,20,19,28.5
Kerala,Kozhikode(Calicut),Palayam,Pumpkin,Other,FAQ,8,8,8,12
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,50,60,55,75
Kerala,Kozhikode(Calicut),Perambra,Bitter gourd,Other,FAQ,40,50,45,60
